-0.321618,-0.88912,-0.325619
-0.115608,-0.982848,0.143682
-0.00818875,-0.996726,0.0804394
-0.205259,-0.933783,-0.293118
0.145457,-0.810555,0.567312
0.0418512,-0.829393,0.557096
0.185426,-0.941697,0.280758
-0.0841044,-0.955331,0.283317
0.0586355,-0.978291,0.198767
0.318154,-0.822452,0.47154
-0.0375227,-0.995596,0.0859171
-0.15659,-0.860075,-0.485542
0.273245,-0.926825,0.257552
0.0183652,-0.971546,0.236138
-0.361829,-0.906258,0.218578
0.188063,-0.977727,0.0931817
-0.111926,-0.905692,-0.408894
-0.111831,-0.890432,-0.441164
-0.0399418,-0.999148,0.0104243
-0.139664,-0.989606,0.0342604
-0.434819,-0.876019,-0.208622
-0.486602,-0.858363,0.162577
0.0224546,-0.998538,-0.0491699
0.297542,-0.954542,0.0178506
-0.322666,-0.72787,0.605056
0.0119173,-0.950457,-0.310627
-0.429593,-0.864654,0.260429
-0.278979,-0.926632,0.25204
-0.40682,-0.840415,0.358051
-0.0515512,-0.998654,-0.00568077
0.118459,-0.966717,-0.226773
-0.488846,-0.549967,0.677175
0.226104,-0.925198,-0.304771
-0.381307,-0.917077,0.116511
-0.54493,-0.726662,0.418346
0.016969,-0.999681,0.0187205
-0.472625,-0.871042,-0.133832
-0.204686,-0.648403,0.733265
0.532228,-0.82297,0.19863
-0.599885,-0.766178,0.230453
-0.683847,-0.639741,0.350834
0.237343,-0.971273,-0.0172448
-0.622993,-0.780108,-0.0575375
-0.0384031,-0.927918,0.3708
-0.206018,-0.83054,0.517456
-0.237717,-0.727685,0.643402
0.392544,-0.903521,-0.171926
-0.763581,-0.645054,-0.0291482
-0.794456,-0.59658,0.113716
-0.821241,-0.514401,0.24689
-0.0849327,-0.848104,0.522978
0.25712,-0.95372,-0.155907
-0.444764,-0.557987,0.700597
-0.480134,-0.481277,0.733378
-0.0193369,-0.986853,0.160459
-0.426192,-0.823016,0.375506
-0.338469,-0.936815,0.0884068
0.0279904,-0.997916,0.0581454
0.0370451,-0.998737,0.033941
-0.621999,-0.760352,0.187034
-0.0531147,-0.911027,-0.40891
-0.591287,-0.806269,-0.017581
-0.218484,-0.783717,0.581423
-0.30406,-0.934911,-0.182998
-0.174097,-0.984658,-0.0118075
-0.00983588,-0.986849,0.161347
-0.598556,-0.793985,-0.106389
-0.126217,-0.901878,-0.413141
-0.530712,-0.846739,0.0371284
-0.114126,-0.983111,0.143066
0.2469,-0.930685,0.269937
